N=1	N=2	N=10	N=100
1.21729	12.0982	-0.3021	-0.386405	
-8.53164	1.59929	-0.829752	0.274831	
4.88118	-2.34445	-0.741052	2.96129	
-1.3103	-0.95333	-2.15179	1.06108	
0.687444	-0.491305	-0.713536	-2.05376	
3.28603	1.17559	0.721566	2.61593	
2.07463	7.07926	3.25276	-2.73877	
-0.859775	0.0363187	0.0368699	5.00708	
2.98921	0.44873	0.336912	0.812514	
-0.461312	-0.160479	8.30376	-0.167684	
-5.2361	-1.6634	-0.154041	-4.9674	
0.460355	-0.682915	0.676231	10.4221	
-0.383464	-5.58558	-7.98891	-0.295766	
-0.117857	3.00427	-1.35673	1.77439	
1.4115	2.61978	0.337455	-3.35269	
5.71507	-1.75619e-05	6.18956	-4.50453	
-4.9642	-0.149413	-0.703881	3.97105	
-2.49683	16.3801	1.51856	0.573329	
-0.342803	0.148804	-4.4859	-0.375954	
0.123481	-0.908588	-0.869633	-1.30316	
-1.43468	-1.26995	0.555809	0.351184	
-0.487717	7.43672	-14.3445	-0.0682398	
0.973528	0.949643	-3.204	-2.97218	
-0.0663438	3.15972	-1.3702	-0.545872	
0.369094	0.450894	6.0862	-1.17224	
12.9893	-1.73799	1.47912	-0.0133192	
-0.192704	0.44411	0.898836	-0.880384	
-0.291057	-0.270081	-10.48	0.4406	
0.0923928	-0.319228	0.665545	-0.273789	
0.740089	0.00454216	-0.328613	-0.509499	
0.595843	2.50284	-0.329087	-0.164905	
3.40894	2.36052	-2.39022	-0.0726232	
-4.63359	0.0271312	2.00102	-111.84	
0.275805	-6.33985	-1.17232	3.24406	
-0.0939147	-6.33221	2.01905	-15.5027	
1.47106	12.6723	1.48967	0.344598	
0.307706	2.25814	2.22379	-5.00579	
-0.541771	0.458399	-0.348498	1.44203	
-0.0361961	2.15898	0.102542	1.06886	
-8.85454	-0.451813	-2.52517	0.683033	
40.6832	-0.521947	2.35425	-1.92788	
-0.623165	-0.330654	0.709817	-2.19001	
2.15995	1.20235	0.458467	0.112306	
2.96601	1.77574	0.328832	-1.96141	
-0.397298	-1.2723	-0.748927	-1.73937	
1.88517	-2.82648	15.3046	1.61115	
0.216104	-1.26512	0.487104	0.204058	
-0.392836	1.07533	-0.0165395	-224.898	
-21.5437	-4.1669	-10.595	0.444036	
-1.66935	2.2263	0.317922	1.03586	
13.3045	0.884214	0.779275	0.175338	
0.133796	0.795204	2.58542	4.73063	
1.12749	0.984885	2.46817	-1.88161	
-1.58816	-0.774514	-17.1882	-8.74279	
-0.0533346	-4.40071	-0.891601	-0.247505	
5.68266	0.380372	0.414543	1.33609	
-5.98639	-0.32807	-1.63904	1.24016	
-0.844339	-0.632455	0.461517	-1.47948	
-4.98978	8.3335	-0.352792	4.07647	
0.659956	-1.42311	-0.138633	-0.250256	
0.445881	2.21241	-0.51152	0.151965	
-0.735942	0.328867	-0.295314	-5.50219	
-10.5111	-4.68638	-0.175397	0.596206	
0.525836	-0.854682	-0.9545	0.106575	
-0.166968	-0.859627	0.194937	-0.544321	
-0.402686	1.16617	-0.705359	-3.02542	
-0.752583	0.0891987	-10.955	-0.966915	
-0.663948	-0.214712	-0.301674	0.451652	
-0.914444	-1.20957	0.554533	-1.59235	
-0.828415	6.78012	1.76705	-0.302941	
1.98636	0.21655	-0.498722	-0.95444	
5.00701	-0.31728	16.5142	-0.0881384	
0.315931	0.288293	5.19532	-0.0414838	
1.14152	4.92436	-0.393564	1.14367	
-0.317802	0.663791	0.643097	-3.3644	
-0.703706	0.857804	0.193699	-8.45092	
-0.985969	-0.206042	1.2227	0.0250496	
0.0950038	2.95161	-9.48814	-0.542053	
6.85791	83.8379	-0.243312	-1.01861	
-0.137561	0.513308	-1.51878	-0.464686	
0.914673	-1.36078	-0.8625	-0.244507	
-0.559082	0.10307	-0.685894	-0.60781	
-0.208077	1.2624	1.78612	2.04484	
-1.02528	-0.807825	1.17032	-1.22927	
1.43378	0.0816032	-1.66355	-0.104541	
-8.27701	0.371761	-3.66884	-0.12276	
-7.24232	-0.445191	0.713581	-18.1731	
0.751974	1.32063	1.34075	0.841586	
0.96781	0.0112428	2.95644	-3.02775	
0.750504	-0.491079	-0.113902	-1.13643	
2.91079	0.426272	-28.2776	3.80021	
-0.858542	-0.214364	-5.77609	-0.411894	
0.314278	2.14579	-1.51149	-1.62115	
0.671749	-0.438454	2.73434	-10.0081	
4.4187	-5.45998	3.40556	-0.370416	
2.97141	-19.7472	-2.7837	-0.0587168	
-0.555533	-45.7656	-8.93344	0.807118	
0.439261	0.406692	7.90681	3.01407	
3.68967	16.5319	-2.39476	7.89596	
-17.3652	1.89559	-0.734237	-0.36	
-0.00508953	1.49209	-12.9116	-7.48474	
-1.17403	3.61996	1.10031	43.2511	
-0.974439	24.5623	-0.49533	5.28683	
-0.44729	-5.45407	-1.0666	0.647756	
0.213722	-5.7767	-0.495037	0.0771863	
-0.49078	-0.269524	0.802637	-0.570726	
-0.9027	-1.71161	-0.755275	1.64842	
1.19203	-2.40091	-0.0993534	23.5132	
-5.50395	-0.862368	1.27444	-1.57078	
0.383031	-1.30147	-1.03023	3.54538	
0.0865223	-0.061987	-7.00854	1.99305	
0.197325	0.599496	2.11656	4.77969	
-0.315003	0.80981	1.17436	3.35518	
1.35105	0.531292	1.52669	2.9863	
0.993047	-0.356527	2.85373	7.16166	
-1.26284	-0.35058	2.0955	-0.501337	
-1.55338	0.794793	1.12821	0.0795554	
-0.820935	-1.29262	1.19634	4.61563	
1.40224	-0.239192	11.9266	31.8519	
0.381471	-1.98861	0.345031	0.273987	
-1.635	-0.04536	-0.250801	-0.296561	
-0.7597	15.8366	0.0814302	7.05614	
-5.88884	-2.11649	-0.395077	0.472322	
-14.8925	1.32186	-0.862556	0.295112	
-0.388047	-0.693829	-2.12004	-41.2417	
3.08681	5.50648	34.5087	1.32167	
-0.198195	-1.02686	-1.29092	-0.580695	
-0.120978	1.05572	1.06923	-1.80163	
1.30845	-0.208087	3.33961	7.23007	
1.25805	5.56503	0.0848921	-1.15766	
-0.781301	5.18323	-2.97188	1.30546	
-0.602494	0.0489148	0.496527	0.275632	
3.68334	-0.36573	0.115571	-1.71344	
-0.323516	4.60172	-0.579769	-0.290491	
-2.38529	-1.50433	-1.01862	0.592174	
0.0381518	0.404675	-0.611278	7.97725	
-3.70709	1.51131	-3.86899	8.61336	
-0.60154	1.07389	-1.64807	0.537287	
-0.849889	-0.914176	0.618307	1.0878	
1.92321	-0.808388	-0.782457	-0.313321	
-0.243101	2.28304	0.858105	-1.71597	
-4.29106	0.288237	20.024	-0.0195061	
1.96327	-0.0503435	-12.9417	0.868415	
-31.0508	-27.9879	0.530382	0.291792	
-2.37113	1.33412	0.710237	0.0756403	
-2.21054	0.00749402	-2.0139	0.878142	
-1.1293	-0.792795	-2.08317	0.30427	
-0.935178	0.059049	2.12597	0.715895	
-8.97079	-12.8177	-0.94906	1.57866	
1.10818	-0.327957	-0.753114	-1.96233	
0.0919241	-3.76817	0.607461	13.5217	
-0.58533	0.680259	0.922597	-1.55239	
-1.37065	0.0802788	2.49592	-0.804913	
-0.112404	5.85723	0.549883	0.910747	
0.725467	-0.366626	-2.72545	-16.7773	
0.628504	1.44268	-0.684137	4.33637	
0.0191592	-0.98363	6.49181	2.31811	
0.374264	-0.136191	0.60496	0.720139	
23.0438	7.86031	-0.538411	-0.609629	
0.983755	-0.9593	-0.872421	1.12387	
4.02739	0.767354	-0.733415	-1.44533	
-3.04004	0.218299	0.846166	-0.236414	
0.0748242	-1.94429	-0.647498	-1.88368	
0.343576	1.49282	1.16993	2.13522	
1.05098	-10.3412	-2.72063	0.717439	
1.8829	-1.18144	0.153661	6.68969	
-0.539134	0.31675	0.723784	-0.264625	
-0.158185	-0.546453	0.170571	13.5562	
-0.937286	1.53321	-5.79864	-1.45834	
-0.301567	1.96756	-0.67228	-0.873821	
-1.19375	-4.57654	0.503034	0.630575	
-0.474298	-2.11263	-0.864714	-0.678403	
-2.42013	7.90108	2.89034	-8.33582	
2.43007	0.349763	0.224291	-0.610726	
-1.63574	-2.22299	-0.493855	-0.329775	
28.3449	-33.4743	-0.538092	0.00435207	
-0.282218	0.845938	-0.703364	3.19973	
0.0729059	-3.27213	1.52111	2.65335	
-0.0702055	-0.0861541	-0.76402	-0.600991	
0.180287	0.116806	7.04631	2.21286	
1.2537	1.38229	-1.07001	-0.884856	
-3.00277	0.409977	-1.32918	-9.04451	
0.473015	49.7235	-3.49681	-0.860824	
0.677273	0.159486	1.16015	0.971309	
-5.61927	-0.243133	0.415203	1.4731	
0.306822	-0.00455224	0.335817	-0.720811	
-0.356951	-1.62129	1.4799	1.7875	
8.67458	-0.684319	-0.720015	-0.859367	
-1.39297	2.3016	3.13395	-9.00989	
0.215128	-22.0564	7.14745	-1.41282	
-0.436372	-3.2431	-0.63717	-0.724418	
-2.96504	-0.0871714	1.26522	-0.808134	
-2.08675	-0.11828	-0.524556	-27.1907	
0.579872	1.26077	2.6844	0.0586794	
1.72116	2.42457	0.714009	0.873504	
1.09652	0.205765	-0.181341	-4.03483	
2.42929	0.463423	-0.25663	-1.70577	
-7.70503	0.0770875	-9.08936	-0.34702	
-1.8117	-0.328571	-0.38375	-1.35765	
-4.20676	-12.8169	0.275801	-4.51606	
-0.757529	0.498634	2.52518	-5.4767	
-0.755608	-0.287204	0.572697	-0.744051	
0.303012	-0.204513	-0.0432805	-31.6121	
-2.02708	-2.12259	0.914033	-1.29435	
0.228186	0.991977	-1.04963	0.0198674	
4.65353	6.00242	1.02342	-64.6454	
0.0251411	0.232883	0.161407	-0.751462	
0.373306	0.133411	1.37119	0.179402	
3.84381	-499.991	-1.59626	-4.58483	
1.48984	-0.131534	-1.18634	-0.214608	
-4.67696	0.134153	-1.22083	0.718849	
5.80586	0.128165	0.344228	0.0023815	
1.73327	1.46797	0.00336409	3.01861	
4.21585	-0.140358	-0.659922	-11.6344	
0.246422	-6.52272	-12.9607	-6.00843	
-0.168279	3.60008	-0.688676	-0.498922	
-0.298163	3.33455	0.735101	-0.885912	
0.952897	-2.58115	-0.233251	-1.63547	
4.47062	-0.259086	0.406157	-3.24654	
-3.19277	-1.37469	-1.22435	-15.4297	
28.0709	-16.8345	0.771627	5.20078	
-0.996221	-0.185417	-0.00573655	0.691525	
0.379948	-0.280888	30.6146	2.29325	
1.48009	-8.69264	-0.355179	1.52385	
-1.34634	4.60885	-7.74503	15.4838	
1.71218	-0.5492	0.735195	-0.275958	
0.824309	-0.691836	-0.578291	1.16846	
0.250769	-1.83798	0.016548	-0.00662884	
2.83626	0.924876	3.21207	0.173609	
-3.33145	-0.88528	-0.740526	0.658689	
1.18979	0.217753	0.0125329	0.098125	
2.64764	-0.223746	-0.113857	0.0131632	
-1.61679	-3.2008	-1.90605	-0.34235	
2.1408	-0.0514854	-0.495369	-2.84304	
-0.743213	18.5233	-0.163939	-0.0803809	
0.630361	-1.54615	0.64243	-0.571186	
-1.03295	-5.36968	-19.4572	0.969779	
1.34032	-0.78895	0.990366	-4.16159	
-7.96909	-1.26724	1.05498	-1.21995	
-3.65012	0.524571	-0.206122	-2.40578	
0.0943662	1.79135	0.708285	-1.27528	
0.123117	-0.624051	-1.00324	0.697485	
38.6803	5.32409	1.01431	-0.386478	
-0.00548116	11.0309	31.8871	0.487082	
5.12004	14.3842	0.720327	12.3543	
-1.2207	6.73679	-1.57174	-0.138052	
-0.77824	0.914907	-0.337866	0.0660183	
-0.446687	0.992234	4.0826	70.5471	
-0.100269	-0.166012	-2.08055	-0.910436	
0.12246	2.59051	2.51199	-5.40742	
0.75737	-7.94237	6.90925	-2.81303	
1.52973	-11.8993	2.55106	-0.356582	
0.860716	-10.0478	6.6386	-0.230209	
2.73279	2.08753	2.37484	-21.9306	
0.871126	-0.617718	4.57213	-1.17476	
0.558974	3.7413	0.576728	-0.370917	
-7.59189	0.0828005	13.9165	-1.18663	
-8.41589	0.30274	0.0155203	11.4805	
-0.277154	-33.8006	-0.551749	2.24788	
0.81922	-0.540295	-0.819357	-3.43099	
0.148307	-0.105665	0.575558	-0.898641	
-0.212662	0.763809	-0.390903	-0.814081	
0.0129037	-0.392782	-0.141159	1.14802	
0.418537	0.610148	0.234012	-2.12278	
8.06112	0.602885	0.437576	-0.472545	
142.852	2.24571	-0.406041	0.958048	
-0.452083	-3.36879	-0.262577	-1.11681	
0.701048	0.933118	0.745584	-0.882395	
-6.10261	1.62268	0.96336	-0.126606	
-1.74689	-0.752304	20.6077	-0.473183	
5.16491	-11.874	0.740164	2.50818	
5.5981	-0.306124	-4.20255	0.683298	
0.850059	0.765789	-0.982153	0.355194	
1.97462	-3.33369	0.89482	-0.194613	
1.80663	0.273084	-0.296596	-0.539099	
-0.779296	0.12974	4.34826	-1.35452	
-0.828868	-5.37372	14.4255	-1.4513	
0.560342	-0.590471	0.31929	-0.735328	
1.94461	-0.162452	0.386336	0.246206	
0.526933	-1.89204	1.9302	0.305038	
-1.78362	-87.0844	0.107803	-2.7835	
-1.02624	-3.29508	9.40676	-2.16896	
0.0886526	-0.416407	-19.3453	-1.33875	
2.22635	-1.53556	0.719963	-0.700799	
-12.4707	-1.26683	1.20864	0.565327	
0.788345	-1.32953	1.44094	-0.491465	
-0.791178	57.0508	-4.43878	-0.327968	
-2.03527	-1.17495	0.0544533	-0.480094	
-0.234716	-1.68918	0.7123	85.8232	
-4.02892	6.32659	2.58524	-0.817805	
0.14055	-5.12006	1.151	16.6579	
0.0726528	-0.056577	2.22225	-1.65204	
-1.20897	0.507595	-8.68542	0.153076	
-4.04926	2.24871	-0.388624	-1.01794	
0.173799	-1.20835	-0.0415043	-7.68702	
1.16639	-2.17801	4.56063	4.05031	
0.2523	-0.36899	0.13774	0.99548	
-2.36875	0.58284	1.31133	-0.191921	
0.570409	0.695768	-0.248889	-3.30676	
1.35291	0.741614	-0.632591	-38.4025	
0.366993	0.346397	-0.386377	0.736276	
-1.57785	1.98117	-5.35372	0.0860545	
0.0590083	-0.404072	-0.0674913	-1.29412	
-0.224842	-2.35215	37.8871	0.782494	
-0.978804	0.718173	-2.83508	0.128079	
-0.561151	-0.335205	-0.383764	1.78286	
0.78083	-0.0456938	-0.498986	3.10695	
-0.319128	-0.197287	0.320628	-0.556321	
-1.45032	0.272709	-1.41959	-0.428939	
-8.65245	-0.188949	1.28076	1.83198	
-1.70937	-1.05435	2.21062	-0.175084	
1.01545	0.410182	-0.303785	-3.48337	
-0.504801	-0.932912	-27.1036	-0.885126	
13.017	-0.639683	-0.60151	0.653778	
5.98478	-0.105142	0.889043	0.753052	
9.15274	0.352274	-6.25892	1.07132	
-2.05572	0.191645	4.52952	-38.3946	
0.0723313	-0.443865	0.47093	-1.37066	
4.04233	1.06178	-0.332882	1.25568	
-1.15621	-2.94273	-0.587805	-0.444627	
-0.272555	0.549349	-7.35186	0.121232	
1.06816	2.51468	-1.35112	0.629127	
-5.68909	0.997238	-0.701129	1.73272	
-0.0403368	1.89451	-2.21853	1.93524	
0.451417	-0.197607	-0.255808	-1.26243	
-0.292736	0.435119	12.6586	-0.384686	
-0.139746	-0.906497	0.104796	0.951914	
2.53188	9.59399	1.44883	-0.22906	
-1.24268	0.0911614	-0.139938	0.402775	
-0.392328	0.71645	-0.176823	-0.343599	
0.296475	1.95455	-3.57686	8.334	
-7.75803	-0.408228	0.699043	0.898126	
-0.0759868	-3.04839	0.0623638	-3.69545	
-0.00938927	-2.57833	0.215169	-0.615571	
1.10262	-7.73238	-2.27249	-1.13893	
5.42771	-18.0061	-0.445726	10.7666	
-2.45553	0.192182	-0.261346	-0.51857	
1.22283	0.668646	-2.2955	1.30737	
2.70365	-0.124391	-0.383832	-0.16738	
-1.8624	-0.61186	0.347405	2.01715	
0.278533	-1.2694	9.87644	-1.00463	
0.506312	-0.452284	0.522323	0.0243112	
1.91567	2.22025	0.408204	-6.58077	
-0.0698366	0.283354	6.00385	4.14009	
-2.91648	0.0174327	-1.49315	0.0280436	
-4.19164	0.109069	4.66245	0.244888	
-4.07958	-26.1736	-0.216264	-0.448244	
-0.991065	1.48167	-4.24859	-0.185557	
-0.777048	-0.122086	-5.30323	0.915913	
0.119605	-0.411579	-1.59153	9.50814	
0.53503	-0.58031	0.627995	-1.23966	
0.931259	0.202151	-0.00257654	-0.152383	
0.365998	-3.12221	-0.541303	-0.909558	
59.6367	6.31154	-1.52967	-1.55343	
-0.447796	-1.70016	-0.562544	-0.665069	
-0.056255	-728.435	0.658739	-0.377623	
0.950608	0.347534	0.374849	-1.79982	
0.0463428	7.00949	-0.266109	1.32815	
-4.44949	-0.000614505	-0.894028	0.042823	
1.06852	0.923663	0.904846	0.261935	
-1.06589	-0.96482	1.3602	-0.182653	
-0.18415	2.5661	-0.556422	-0.488492	
1.03991	1.13391	9.69981	7.27367	
-0.0509767	-2.64474	-0.679357	-0.743182	
-0.878434	-0.421077	-0.361516	5.03881	
-1.76096	0.308776	0.0884475	1.14178	
-1.07364	-0.816742	2.47704	-0.00291224	
0.328644	-0.0441266	-0.271025	4.89549	
2.51544	1.15607	0.354821	9.90385	
1.63282	-0.322255	-0.825638	-0.458585	
-1.13477	628.614	1.3664	0.100874	
0.229805	0.249354	0.35068	0.0887686	
-6.85494	0.352853	-1.01668	0.662774	
1.49325	0.235725	3.55606	0.746085	
-2.40061	-0.740885	0.655404	-2.41876	
0.0536993	19.1224	1.59979	0.373931	
-8.26289	0.513506	0.428103	0.0507432	
0.601413	0.562172	0.495439	1.87421	
3.03245	1.82924	0.254677	1.70803	
-1.39617	-2.27884	-0.398352	-0.310395	
-0.484865	2.12927	0.167778	-0.317487	
0.103295	5.46147	-0.297219	3.92426	
-2.92025	0.246251	0.410558	-1.19465	
-0.454277	-0.0337994	0.289723	-0.446775	
-1.13333	0.413968	1.18055	2.31235	
-0.816574	-0.472748	0.473696	-1.40141	
1.14405	12.1021	-0.65373	0.967251	
0.731185	0.0369835	2.26665	-0.263299	
1.21032	0.733026	0.0354492	1.8872	
-7.04055	-2.6357	0.127401	-2.72904	
-1.05944	-1.43423	-0.480656	8.44462	
0.133482	-6.32039	2.55121	-0.397717	
0.658553	0.377839	-0.634132	4.05019	
-6.41036	1.01882	1.68404	-0.331713	
0.576269	4.51786	0.903073	1.22463	
0.84846	-18.2078	0.0826183	5.25774	
1.18253	-1.72939	0.141795	1.3955	
-0.842256	-0.286277	-1.01005	0.153153	
-0.569075	-1.28342	1.05206	-1272.24	
3.47936	0.596779	0.549008	1.74095	
-1.37175	0.442793	91.5086	-2.19382	
0.134093	-0.123278	-15.4501	0.448579	
-0.586948	-21.708	-0.926579	-2.84225	
-7.32449	0.41732	0.565998	1.59447	
0.342282	2.30638	0.128536	1.36423	
-0.497348	-1.347	0.399308	2.10298	
9.2664	4.382	0.470938	-0.357991	
-0.876377	-0.511235	1.03435	-0.0940947	
0.693751	3.77152	-2.90073	-0.595791	
-0.345523	0.339862	0.439689	0.507971	
-4.61477	-1.55886	-0.928388	0.274597	
-25.1077	0.0763445	-0.257606	1.9298	
-3.42633	-0.991158	0.0244722	-0.372278	
-0.888031	3.41504	-144.339	-1.45154	
0.179924	0.739585	1.8224	0.400595	
-1.1434	1.87364	-5.35642	0.286973	
8.7574	0.462034	-2.87784	-0.198036	
0.427418	0.444065	-0.601741	-0.646024	
-3.62324	-7.3539	0.299364	0.451357	
-0.589888	0.0289078	-3.2662	-0.339235	
0.0649834	-1.57923	10.004	0.668541	
0.415793	-5.08647	-3.89476	-0.265383	
-6.56564	-1.28727	-1.21069	-1.23552	
0.18488	-1.80164	1.5273	-0.924422	
-0.771249	1.01901	0.22831	4.19484	
-1.7231	-0.0694105	-0.609162	-0.543106	
-0.326375	-0.0774031	1.24379	-7.86119	
-0.299107	-0.644715	0.38008	-1.25023	
4.72527	0.161048	0.258039	-0.259874	
-0.235483	2.56149	-0.180691	-2.75811	
4.03307	1.60195	2.07593	1.67735	
0.0766642	-2.72983	-0.0619622	0.598221	
1.29695	-8.26134	-4.17247	0.0567638	
4.88714	0.340326	-3.62252	-2.01849	
-0.319377	0.0659801	-1.82207	-2.34022	
-0.9593	1.91603	-1.50468	0.0992881	
-1.33512	10.263	0.248883	-3.12983	
-1.73525	2.05986	-0.28737	-2.11495	
-1.06114	0.254386	0.24002	-10.9671	
-6.2471	0.730145	1.87686	9.92103	
16.438	0.230043	-0.244794	-0.27821	
-1.0859	-2.01805	0.973871	0.527223	
-1.34051	-0.138492	-67.5995	0.910108	
0.0349871	0.204054	6.88249	-1.83793	
0.666293	2.40857	-1.3557	-0.366185	
-1.28516	1.30651	-1.09131	-0.572467	
3.48108	-0.708117	19.7534	-0.841274	
-3.49618	-1.36177	0.977456	8.07038	
0.540332	-13.8362	0.699197	0.130215	
2.27078	0.0220579	7.58882	2.21041	
0.0877733	-0.666283	0.0151105	-16.0755	
6.18806	0.200907	0.620997	0.0415648	
0.669961	2.64612	-0.139666	-1.61256	
1.39118	-1.31581	0.425958	1.39903	
0.672759	5.22339	0.181449	-0.811036	
-3.28089	16.4383	-0.944973	0.201276	
-3.34821	-0.205744	-0.0579869	4.595	
1.58013	-0.215054	-1.3935	-1.39095	
-0.897881	-0.0841497	0.615295	-0.43565	
0.803426	-2.02518	1.50705	0.296324	
1.18283	0.0941094	0.0315992	0.42536	
4.87537	-7.47052	2.20468	1.50529	
-0.558547	4.65995	10.0358	-0.697907	
-2.80033	-1.97261	4.1656	-8.05541	
0.26798	-1.02138	1.50799	1.23313	
-0.552446	1.89191	-2.38111	0.561932	
3.18543	0.835224	0.46024	-0.660834	
-0.615642	-0.787112	-0.0904316	-0.637576	
1.70572	-1.07221	105.323	1.84879	
1.41264	0.434872	-0.770391	-0.302769	
-6.90434	-9.62794	-0.452319	1.9661	
0.415307	2.4717	0.154563	59.5603	
0.620735	1.39921	0.354648	0.611153	
0.361508	-6.72926	2.17163	0.0213141	
0.623296	-0.546694	0.454258	-0.635765	
-0.10952	-0.4456	-1.67826	-0.427392	
1.5276	0.175795	1.06216	1.08928	
0.0990837	0.661996	-1.39499	8.0456	
-0.0392687	-0.501087	1.11271	0.235063	
-2.42725	0.794177	-1.62414	-0.0739241	
1.25854	2.74836	-4.03064	0.122252	
-0.326897	-1.00721	0.382945	-0.339462	
1.94406	-1.01103	-16.19	-1.41482	
0.520502	2.89964	0.15677	0.628324	
0.196902	2.97441	2.73233	-0.032493	
0.073866	0.675211	0.376517	-0.133305	
9.71683	2.11639	0.526476	0.195254	
25.6366	2.74415	0.0417321	0.356554	
0.226478	0.967406	0.426061	0.151223	
0.287862	-0.0519676	-1.54756	-0.0172799	
-0.0902273	6.33992	-1.19223	-0.978262	
1.65248	3.26855	0.847739	-0.784584	
-0.7225	12.9382	2.1687	1.4533	
2.69871	-1.01062	6.57458	0.226424	
